Date,Store,total_units,total_sales,hours_total,productivity_units,productivity_sales
2011-07-08,12,67,943717.38,9.34,7.173447537473233,101040.40471092077
2011-07-15,12,68,936001.98,9.36,7.264957264957266,100000.21153846155
2011-07-22,12,67,922231.92,9.34,7.173447537473233,98740.03426124198
2011-07-29,12,68,890547.0700000001,9.36,7.264957264957266,95143.91773504275
2011-08-05,12,66,988712.52,9.32,7.081545064377682,106085.03433476394
2011-08-12,12,69,955913.68,9.38,7.356076759061833,101909.77398720682
2011-08-19,12,68,966817.24,9.36,7.264957264957266,103292.44017094017
2011-08-26,12,67,1017593.47,9.34,7.173447537473233,108950.05032119915
2011-09-02,12,68,1052051.45,9.36,7.264957264957266,112398.65918803419
2011-09-09,12,68,922850.57,9.36,7.264957264957266,98595.14636752137
2011-09-16,12,68,889290.23,9.36,7.264957264957266,95009.63995726497
2011-09-23,12,67,871692.74,9.34,7.173447537473233,93328.98715203426
2011-09-30,12,69,866401.4500000001,9.38,7.356076759061833,92366.89232409382
2011-10-07,12,68,951244.66,9.36,7.264957264957266,101628.702991453
2011-10-14,12,68,927600.01,9.36,7.264957264957266,99102.56517094017
2011-10-21,12,68,938604.58,9.36,7.264957264957266,100278.2670940171
2011-10-28,12,68,990926.38,9.36,7.264957264957266,105868.202991453
2011-11-04,12,67,1051944.79,9.34,7.173447537473233,112627.92184154176
2011-11-11,12,67,1095091.53,9.34,7.173447537473233,117247.48715203427
2011-11-18,12,68,970641.34,9.36,7.264957264957266,103700.99786324786
2011-11-25,12,70,1591920.42,9.4,7.446808510638298,169353.23617021274
2011-12-02,12,70,1071383.1,9.4,7.446808510638298,113976.9255319149
2011-12-09,12,70,1189646.45,9.4,7.446808510638298,126558.1329787234
2011-12-16,12,70,1293404.18,9.4,7.446808510638298,137596.18936170213
2011-12-23,12,69,1617612.03,9.38,7.356076759061833,172453.3081023454
2011-12-30,12,69,1111638.07,9.38,7.356076759061833,118511.52132196161
2012-01-06,12,68,945823.65,9.36,7.264957264957266,101049.53525641026
2012-01-13,12,69,865467.86,9.38,7.356076759061833,92267.36247334754
2012-01-20,12,69,855922.64,9.38,7.356076759061833,91249.74840085287
2012-01-27,12,68,888203.69,9.36,7.264957264957266,94893.55662393162
2012-02-03,12,70,1058767.95,9.4,7.446808510638298,112634.88829787233
2012-02-10,12,69,1199330.85,9.38,7.356076759061833,127860.43176972281
2012-02-17,12,70,1240048.85,9.4,7.446808510638298,131920.09042553193
2012-02-24,12,68,1112034.72,9.36,7.264957264957266,118807.1282051282
2012-03-02,12,68,1147636.96,9.36,7.264957264957266,122610.78632478633
2012-03-09,12,69,1113208.57,9.38,7.356076759061833,118678.95202558635
2012-03-16,12,69,1088498.52,9.38,7.356076759061833,116044.61833688698
2012-03-23,12,69,1045419.87,9.38,7.356076759061833,111452.01172707888
2012-03-30,12,69,1025382.22,9.38,7.356076759061833,109315.80170575692
2012-04-06,12,68,1128765.71,9.36,7.264957264957266,120594.62713675214
2012-04-13,12,70,1083811.19,9.4,7.446808510638298,115299.06276595744
2012-04-20,12,69,1006486.96,9.38,7.356076759061833,107301.38166311299
2012-04-27,12,69,1004252.38,9.38,7.356076759061833,107063.15351812365
2012-05-04,12,69,1073433.69,9.38,7.356076759061833,114438.55970149252
2012-05-11,12,69,1041995.22,9.38,7.356076759061833,111086.91044776118
2012-05-18,12,69,1020486.05,9.38,7.356076759061833,108793.82196162046
2012-05-25,12,68,991514.21,9.36,7.264957264957266,105931.00534188034
2012-06-01,12,67,981345.2,9.34,7.173447537473233,105069.07922912206
2012-06-08,12,68,1086231.47,9.36,7.264957264957266,116050.37072649573
2012-06-15,12,68,1019555.51,9.36,7.264957264957266,108926.87072649573
2012-06-22,12,70,981386.25,9.4,7.446808510638298,104402.79255319148
2012-06-29,12,69,943124.74,9.38,7.356076759061833,100546.34754797441
2012-07-06,12,68,1014898.78,9.36,7.264957264957266,108429.35683760684
2012-07-13,12,70,960312.75,9.4,7.446808510638298,102160.93085106382
2012-07-20,12,68,941550.34,9.36,7.264957264957266,100592.98504273505
2012-07-27,12,67,916967.92,9.34,7.173447537473233,98176.43683083513
2012-08-03,12,69,958667.23,9.38,7.356076759061833,102203.32942430703
2012-08-10,12,66,984689.9,9.32,7.081545064377682,105653.42274678111
2012-08-17,12,69,1005003.12,9.38,7.356076759061833,107143.18976545842
2012-08-24,12,68,1048101.39,9.36,7.264957264957266,111976.64423076923
2012-08-31,12,68,1061943.49,9.36,7.264957264957266,113455.50106837608
2012-09-07,12,67,955146.04,9.34,7.173447537473233,102264.02997858672
2012-09-14,12,67,885892.37,9.34,7.173447537473233,94849.29014989293
2012-09-21,12,68,922735.37,9.36,7.264957264957266,98582.83867521369
2012-09-28,12,67,880415.67,9.34,7.173447537473233,94262.91970021414
2012-10-05,12,67,979825.92,9.34,7.173447537473233,104906.41541755889
2012-10-12,12,69,934917.47,9.38,7.356076759061833,99671.37206823027
2012-10-19,12,67,960945.43,9.34,7.173447537473233,102884.94967880087
2012-10-26,12,68,974697.6,9.36,7.264957264957266,104134.35897435898
2010-02-05,13,75,1967220.53,9.5,7.894736842105263,207075.84526315788
2010-02-12,13,76,2030933.46,9.52,7.983193277310924,213333.34663865546
2010-02-19,13,75,1970274.64,9.5,7.894736842105263,207397.33052631578
2010-02-26,13,74,1817850.32,9.48,7.80590717299578,191756.36286919832
2010-03-05,13,74,1939980.43,9.48,7.80590717299578,204639.28586497888
2010-03-12,13,75,1840686.94,9.5,7.894736842105263,193756.52
2010-03-19,13,74,1879794.89,9.48,7.80590717299578,198290.60021097044
2010-03-26,13,74,1882095.98,9.48,7.80590717299578,198533.3312236287
2010-04-02,13,75,2142482.14,9.5,7.894736842105263,225524.4357894737
2010-04-09,13,74,1898321.33,9.48,7.80590717299578,200244.86603375527
2010-04-16,13,74,1819660.44,9.48,7.80590717299578,191947.30379746834
2010-04-23,13,74,1909330.77,9.48,7.80590717299578,201406.19936708861
2010-04-30,13,75,1785823.37,9.5,7.894736842105263,187981.40736842106
2010-05-07,13,74,2005478.46,9.48,7.80590717299578,211548.36075949366
2010-05-14,13,73,1890273.44,9.46,7.716701902748413,199817.488372093
2010-05-21,13,74,1853657.6,9.48,7.80590717299578,195533.50210970466
2010-05-28,13,74,1877358.86,9.48,7.80590717299578,198033.63502109706
2010-06-04,13,73,2022705.22,9.46,7.716701902748413,213816.6194503171
2010-06-11,13,74,2037880.96,9.48,7.80590717299578,214966.34599156116
2010-06-18,13,73,2003435.31,9.46,7.716701902748413,211779.63107822408
2010-06-25,13,73,1970340.25,9.46,7.716701902748413,208281.21035940803
2010-07-02,13,72,2018314.71,9.44,7.627118644067797,213804.5243644068
2010-07-09,13,72,1870843.9,9.44,7.627118644067797,198182.61652542374
2010-07-16,13,74,1932231.05,9.48,7.80590717299578,203821.84071729958
2010-07-23,13,72,1907351.2,9.44,7.627118644067797,202049.9152542373
2010-07-30,13,73,1817887.23,9.46,7.716701902748413,192165.66913319236
2010-08-06,13,73,1969121.45,9.46,7.716701902748413,208152.37315010568
2010-08-13,13,72,1877592.55,9.44,7.627118644067797,198897.51588983054
2010-08-20,13,73,1997397.63,9.46,7.716701902748413,211141.39852008453
2010-08-27,13,73,1908278.27,9.46,7.716701902748413,201720.74735729385
2010-09-03,13,74,1911852.58,9.48,7.80590717299578,201672.2130801688
2010-09-10,13,73,1772143.94,9.46,7.716701902748413,187330.2262156448
2010-09-17,13,74,1790279.74,9.48,7.80590717299578,188848.07383966245
2010-09-24,13,73,1705655.09,9.46,7.716701902748413,180301.80655391118
2010-10-01,13,73,1765584.48,9.46,7.716701902748413,186636.83720930232
2010-10-08,13,74,1871924.07,9.48,7.80590717299578,197460.34493670886
2010-10-15,13,73,1851431.06,9.46,7.716701902748413,195711.5285412262
2010-10-22,13,73,1796949.59,9.46,7.716701902748413,189952.38794926004
2010-10-29,13,72,1887895.07,9.44,7.627118644067797,199988.88453389832
2010-11-05,13,74,1854967.66,9.48,7.80590717299578,195671.69409282698
2010-11-12,13,73,1939964.63,9.46,7.716701902748413,205070.2568710359
2010-11-19,13,72,1925393.91,9.44,7.627118644067797,203961.21927966102
2010-11-26,13,73,2766400.05,9.46,7.716701902748413,292431.2949260042
2010-12-03,13,74,2083379.89,9.48,7.80590717299578,219765.81118143458
2010-12-10,13,74,2461468.35,9.48,7.80590717299578,259648.56012658228
2010-12-17,13,74,2771646.81,9.48,7.80590717299578,292367.8069620253
2010-12-24,13,74,3595903.2,9.48,7.80590717299578,379314.6835443038
2010-12-31,13,73,1675292.0,9.46,7.716701902748413,177092.17758985198
2011-01-07,13,73,1744544.39,9.46,7.716701902748413,184412.7262156448
2011-01-14,13,74,1682316.31,9.48,7.80590717299578,177459.52637130802
2011-01-21,13,73,1770177.37,9.46,7.716701902748413,187122.34355179704
2011-01-28,13,73,1633663.12,9.46,7.716701902748413,172691.6617336152
2011-02-04,13,73,1848186.58,9.46,7.716701902748413,195368.56025369978
2011-02-11,13,74,1944438.9,9.48,7.80590717299578,205109.58860759492
2011-02-18,13,73,2003480.59,9.46,7.716701902748413,211784.4175475687
2011-02-25,13,73,1831933.95,9.46,7.716701902748413,193650.52325581393
2011-03-04,13,74,1894960.68,9.48,7.80590717299578,199890.36708860757
2011-03-11,13,75,1852432.58,9.5,7.894736842105263,194992.90315789473
2011-03-18,13,72,1852443.78,9.44,7.627118644067797,196233.45127118647
2011-03-25,13,73,1807545.43,9.46,7.716701902748413,191072.45560253697
2011-04-01,13,73,1864238.64,9.46,7.716701902748413,197065.3953488372
2011-04-08,13,72,1887465.04,9.44,7.627118644067797,199943.33050847458
2011-04-15,13,74,1950994.04,9.48,7.80590717299578,205801.05907172995
2011-04-22,13,73,2124316.34,9.46,7.716701902748413,224557.7526427061
2011-04-29,13,74,1895583.12,9.48,7.80590717299578,199956.0253164557
2011-05-06,13,74,1986380.4,9.48,7.80590717299578,209533.7974683544
2011-05-13,13,74,1958823.56,9.48,7.80590717299578,206626.95780590718
2011-05-20,13,72,1860923.55,9.44,7.627118644067797,197131.73199152545
2011-05-27,13,73,1866369.93,9.46,7.716701902748413,197290.6902748414
2011-06-03,13,73,1935593.87,9.46,7.716701902748413,204608.23150105707
2011-06-10,13,73,1997816.98,9.46,7.716701902748413,211185.72727272726
2011-06-17,13,73,2086433.49,9.46,7.716701902748413,220553.22304439745
2011-06-24,13,74,2009163.08,9.48,7.80590717299578,211937.03375527426
2011-07-01,13,72,2048035.74,9.44,7.627118644067797,216952.93855932204
2011-07-08,13,73,2021699.38,9.46,7.716701902748413,213710.29386892176
2011-07-15,13,71,1956813.31,9.42,7.537154989384288,207729.6507430998
2011-07-22,13,71,1987089.36,9.42,7.537154989384288,210943.66878980893
2011-07-29,13,73,1880785.69,9.46,7.716701902748413,198814.5549682875
2011-08-05,13,73,2076231.8,9.46,7.716701902748413,219474.82029598308
2011-08-12,13,73,1970341.38,9.46,7.716701902748413,208281.32980972514
2011-08-19,13,74,2090340.98,9.48,7.80590717299578,220500.10337552743
2011-08-26,13,72,2035244.54,9.44,7.627118644067797,215597.93855932204
2011-09-02,13,73,1953628.82,9.46,7.716701902748413,206514.67441860464
2011-09-09,13,73,1872921.31,9.46,7.716701902748413,197983.22515856236
2011-09-16,13,73,1923223.82,9.46,7.716701902748413,203300.6152219873
2011-09-23,13,74,1847430.96,9.48,7.80590717299578,194876.68354430379
2011-09-30,13,72,1835662.69,9.44,7.627118644067797,194455.79343220338
2011-10-07,13,73,2067232.56,9.46,7.716701902748413,218523.5264270613
2011-10-14,13,72,1929659.07,9.44,7.627118644067797,204413.0370762712
2011-10-21,13,74,1973544.27,9.48,7.80590717299578,208179.7753164557
2011-10-28,13,73,1948733.81,9.46,7.716701902748413,205997.23150105707
2011-11-04,13,73,2036317.54,9.46,7.716701902748413,215255.55391120506
2011-11-11,13,73,2111592.09,9.46,7.716701902748413,223212.69450317122
2011-11-18,13,72,2016323.51,9.44,7.627118644067797,213593.59216101698
2011-11-25,13,75,2864170.61,9.5,7.894736842105263,301491.6431578947
2011-12-02,13,74,2051315.66,9.48,7.80590717299578,216383.50843881854
2011-12-09,13,75,2462779.06,9.5,7.894736842105263,259239.90105263158
2011-12-16,13,73,2760346.71,9.46,7.716701902748413,291791.4069767442
2011-12-23,13,75,3556766.03,9.5,7.894736842105263,374396.4242105263
2011-12-30,13,74,1969056.91,9.48,7.80590717299578,207706.42510548522
2012-01-06,13,74,1865752.78,9.48,7.80590717299578,196809.36497890294
2012-01-13,13,72,1794962.64,9.44,7.627118644067797,190144.34745762713
2012-01-20,13,72,1811606.21,9.44,7.627118644067797,191907.4375
2012-01-27,13,73,1733983.09,9.46,7.716701902748413,183296.30972515856
2012-02-03,13,74,1927780.74,9.48,7.80590717299578,203352.3987341772
2012-02-10,13,75,2069284.57,9.5,7.894736842105263,217819.42842105264
2012-02-17,13,74,2214477.06,9.48,7.80590717299578,233594.62658227846
2012-02-24,13,74,1929768.03,9.48,7.80590717299578,203562.02848101265
2012-03-02,13,73,1969742.76,9.46,7.716701902748413,208218.0507399577
2012-03-09,13,74,1986445.65,9.48,7.80590717299578,209540.6803797468
2012-03-16,13,73,2025582.62,9.46,7.716701902748413,214120.7843551797
2012-03-23,13,73,1904421.74,9.46,7.716701902748413,201313.08033826636
2012-03-30,13,72,1948982.7,9.44,7.627118644067797,206460.03177966102
2012-04-06,13,74,2271614.76,9.48,7.80590717299578,239621.81012658225
2012-04-13,13,73,2057637.86,9.46,7.716701902748413,217509.28752642704
2012-04-20,13,74,1955689.12,9.48,7.80590717299578,206296.3206751055
2012-04-27,13,72,1970121.65,9.44,7.627118644067797,208699.32733050847
2012-05-04,13,73,1995994.51,9.46,7.716701902748413,210993.07716701902
2012-05-11,13,73,2080764.17,9.46,7.716701902748413,219953.92917547567
2012-05-18,13,73,2131900.55,9.46,7.716701902748413,225359.4661733615
2012-05-25,13,72,2043349.41,9.44,7.627118644067797,216456.50529661018
2012-06-01,13,72,2035431.39,9.44,7.627118644067797,215617.73199152542
2012-06-08,13,73,2182437.9,9.46,7.716701902748413,230701.68076109933
2012-06-15,13,73,2152229.11,9.46,7.716701902748413,227508.36257928115
2012-06-22,13,73,2094373.0,9.46,7.716701902748413,221392.49471458772
2012-06-29,13,71,2037663.71,9.42,7.537154989384288,216312.49575371548
2012-07-06,13,73,2184980.35,9.46,7.716701902748413,230970.43868921776
2012-07-13,13,74,2002750.99,9.48,7.80590717299578,211260.65295358648
2012-07-20,13,71,2053089.32,9.42,7.537154989384288,217950.033970276
2012-07-27,13,72,1914430.53,9.44,7.627118644067797,202799.84427966102
2012-08-03,13,73,2044148.23,9.46,7.716701902748413,216083.32241014796
2012-08-10,13,73,2041019.92,9.46,7.716701902748413,215752.63424947142
2012-08-17,13,73,2095769.18,9.46,7.716701902748413,221540.08245243126
2012-08-24,13,72,2059458.25,9.44,7.627118644067797,218162.95021186443
2012-08-31,13,73,2073855.42,9.46,7.716701902748413,219223.61733615218
2012-09-07,13,73,2165796.31,9.46,7.716701902748413,228942.52748414373
2012-09-14,13,73,1919917.03,9.46,7.716701902748413,202951.06025369978
2012-09-21,13,74,1938379.66,9.48,7.80590717299578,204470.42827004218
2012-09-28,13,73,1927664.11,9.46,7.716701902748413,203769.9904862579
2012-10-05,13,73,2041918.74,9.46,7.716701902748413,215847.64693446088
2012-10-12,13,74,1999079.44,9.48,7.80590717299578,210873.358649789
2012-10-19,13,73,2018010.15,9.46,7.716701902748413,213320.31183932343
2012-10-26,13,72,2035189.66,9.44,7.627118644067797,215592.125
2010-02-05,14,71,2623469.95,9.42,7.537154989384288,278499.9946921444
2010-02-12,14,72,1704218.84,9.44,7.627118644067797,180531.65677966105
2010-02-19,14,72,2204556.7,9.44,7.627118644067797,233533.5487288136
2010-02-26,14,72,2095591.63,9.44,7.627118644067797,221990.63877118644
2010-03-05,14,72,2237544.75,9.44,7.627118644067797,237028.04555084748
2010-03-12,14,72,2156035.06,9.44,7.627118644067797,228393.54449152545
2010-03-19,14,72,2066219.3,9.44,7.627118644067797,218879.16313559323
2010-03-26,14,70,2050396.27,9.4,7.446808510638298,218127.26276595745
2010-04-02,14,71,2495630.51,9.42,7.537154989384288,264928.9288747346
2010-04-09,14,71,2258781.2800000003,9.42,7.537154989384288,239785.69851380045
2010-04-16,14,72,2121788.61,9.44,7.627118644067797,224765.74258474575
2010-04-23,14,71,2138144.91,9.42,7.537154989384288,226979.2898089172
2010-04-30,14,71,2082355.12,9.42,7.537154989384288,221056.8067940552
2010-05-07,14,70,2370116.52,9.4,7.446808510638298,252140.05531914893
2010-05-14,14,71,2129771.13,9.42,7.537154989384288,226090.3535031847
2010-05-21,14,69,2108187.1,9.38,7.356076759061833,224753.4221748401
2010-05-28,14,72,2227152.16,9.44,7.627118644067797,235927.13559322036
2010-06-04,14,71,2363601.47,9.42,7.537154989384288,250913.10721868367
2010-06-11,14,70,2249570.04,9.4,7.446808510638298,239315.96170212765
2010-06-18,14,70,2248645.59,9.4,7.446808510638298,239217.61595744677
2010-06-25,14,70,2246179.91,9.4,7.446808510638298,238955.3095744681
2010-07-02,14,71,2334788.42,9.42,7.537154989384288,247854.39702760085
2010-07-09,14,70,2236209.13,9.4,7.446808510638298,237894.5882978723
2010-07-16,14,70,2130287.27,9.4,7.446808510638298,226626.30531914893
2010-07-23,14,69,2044155.39,9.38,7.356076759061833,217927.01385927503
2010-07-30,14,71,2054843.28,9.42,7.537154989384288,218136.22929936307
2010-08-06,14,69,2219813.5,9.38,7.356076759061833,236653.8912579957
2010-08-13,14,69,2052984.81,9.38,7.356076759061833,218868.31663113006
2010-08-20,14,69,2057138.31,9.38,7.356076759061833,219311.12046908314
2010-08-27,14,69,2020332.07,9.38,7.356076759061833,215387.21428571426
2010-09-03,14,69,2182563.66,9.38,7.356076759061833,232682.69296375266
2010-09-10,14,70,2191767.76,9.4,7.446808510638298,233166.78297872338
2010-09-17,14,70,1953539.85,9.4,7.446808510638298,207823.38829787236
2010-09-24,14,71,1879891.13,9.42,7.537154989384288,199563.81422505307
2010-10-01,14,70,1855703.66,9.4,7.446808510638298,197415.28297872338
2010-10-08,14,69,2091663.2,9.38,7.356076759061833,222991.81236673772
2010-10-15,14,70,1932162.63,9.4,7.446808510638298,205549.21595744678
2010-10-22,14,69,1936621.09,9.38,7.356076759061833,206462.802771855
2010-10-29,14,70,1984768.34,9.4,7.446808510638298,211145.56808510638
2010-11-05,14,69,2078417.47,9.38,7.356076759061833,221579.68763326225
2010-11-12,14,71,2092189.06,9.42,7.537154989384288,222100.74946921444
2010-11-19,14,69,1968462.58,9.38,7.356076759061833,209857.41791044775
2010-11-26,14,69,2921709.71,9.38,7.356076759061833,311482.91151385923
2010-12-03,14,70,2258489.63,9.4,7.446808510638298,240264.85425531914
2010-12-10,14,70,2600519.26,9.4,7.446808510638298,276650.9851063829
2010-12-17,14,70,2762861.41,9.4,7.446808510638298,293921.4265957447
2010-12-24,14,70,3818686.45,9.4,7.446808510638298,406243.2393617021
2010-12-31,14,69,1623716.46,9.38,7.356076759061833,173104.1002132196
2011-01-07,14,69,1864746.1,9.38,7.356076759061833,198800.223880597
2011-01-14,14,69,1699095.9,9.38,7.356076759061833,181140.28784648186
2011-01-21,14,69,1743188.87,9.38,7.356076759061833,185841.03091684435
2011-01-28,14,68,1613718.38,9.36,7.264957264957266,172405.8098290598
2011-02-04,14,69,1995891.87,9.38,7.356076759061833,212781.64925373133
2011-02-11,14,69,1980405.03,9.38,7.356076759061833,211130.60021321962
2011-02-18,14,70,2019031.67,9.4,7.446808510638298,214790.60319148935
2011-02-25,14,69,1875708.88,9.38,7.356076759061833,199968.9637526652
2011-03-04,14,70,2041215.61,9.4,7.446808510638298,217150.59680851063
2011-03-11,14,71,1931104.67,9.42,7.537154989384288,205000.49575371548
2011-03-18,14,69,1932491.42,9.38,7.356076759061833,206022.53944562897
2011-03-25,14,70,1879451.23,9.4,7.446808510638298,199941.62021276593
2011-04-01,14,69,1869110.55,9.38,7.356076759061833,199265.5170575693
2011-04-08,14,70,2037798.88,9.4,7.446808510638298,216787.114893617
2011-04-15,14,71,1974960.86,9.42,7.537154989384288,209656.1422505308
2011-04-22,14,70,2256461.39,9.4,7.446808510638298,240049.0840425532
2011-04-29,14,70,1930617.64,9.4,7.446808510638298,205384.85531914892
2011-05-06,14,71,2095599.93,9.42,7.537154989384288,222462.83757961783
2011-05-13,14,71,2004330.3,9.42,7.537154989384288,212773.91719745225
2011-05-20,14,71,1959967.8,9.42,7.537154989384288,208064.52229299364
2011-05-27,14,71,2080694.24,9.42,7.537154989384288,220880.49256900212
2011-06-03,14,71,2079899.47,9.42,7.537154989384288,220796.1220806794
2011-06-10,14,70,2132446.0,9.4,7.446808510638298,226855.9574468085
2011-06-17,14,71,2082083.34,9.42,7.537154989384288,221027.95541401274
2011-06-24,14,71,2069523.52,9.42,7.537154989384288,219694.64118895968
2011-07-01,14,70,2074668.19,9.4,7.446808510638298,220709.3819148936
2011-07-08,14,69,2063401.06,9.38,7.356076759061833,219978.7910447761
2011-07-15,14,69,1953544.76,9.38,7.356076759061833,208267.03198294243
2011-07-22,14,69,1882070.88,9.38,7.356076759061833,200647.21535181234
2011-07-29,14,70,1871021.01,9.4,7.446808510638298,199044.78829787232
2011-08-05,14,69,2066020.69,9.38,7.356076759061833,220258.06929637524
2011-08-12,14,69,1928773.82,9.38,7.356076759061833,205626.20682302772
2011-08-19,14,71,1896873.99,9.42,7.537154989384288,201366.66560509554
2011-08-26,14,72,2273470.62,9.44,7.627118644067797,240833.7521186441
2011-09-02,14,71,1750891.47,9.42,7.537154989384288,185869.58280254778
2011-09-09,14,71,2202742.9,9.42,7.537154989384288,233836.82590233546
2011-09-16,14,71,1864637.89,9.42,7.537154989384288,197944.57430997875
2011-09-23,14,71,1871555.64,9.42,7.537154989384288,198678.94267515923
2011-09-30,14,70,1809989.29,9.4,7.446808510638298,192552.05212765958
2011-10-07,14,69,2078796.76,9.38,7.356076759061833,221620.12366737737
2011-10-14,14,69,1890870.75,9.38,7.356076759061833,201585.36780383793
2011-10-21,14,69,2009004.59,9.38,7.356076759061833,214179.59381663112
2011-10-28,14,70,2056846.12,9.4,7.446808510638298,218813.4170212766
2011-11-04,14,69,2174056.71,9.38,7.356076759061833,231775.7686567164
2011-11-11,14,70,2081534.65,9.4,7.446808510638298,221439.8563829787
2011-11-18,14,69,1969360.72,9.38,7.356076759061833,209953.16844349678
2011-11-25,14,71,2685351.81,9.42,7.537154989384288,285069.1942675159
2011-12-02,14,70,2143080.57,9.4,7.446808510638298,227987.29468085105
2011-12-09,14,73,2470581.29,9.46,7.716701902748413,261160.8128964059
2011-12-16,14,71,2594363.09,9.42,7.537154989384288,275410.0944798301
2011-12-23,14,72,3369068.99,9.44,7.627118644067797,356892.9014830509
2011-12-30,14,71,1914148.89,9.42,7.537154989384288,203200.51910828025
2012-01-06,14,71,1859144.96,9.42,7.537154989384288,197361.46072186835
2012-01-13,14,69,1696248.27,9.38,7.356076759061833,180836.70255863538
2012-01-20,14,70,1789113.32,9.4,7.446808510638298,190331.20425531914
2012-01-27,14,70,1595362.27,9.4,7.446808510638298,169719.39042553192
2012-02-03,14,70,1877410.36,9.4,7.446808510638298,199724.50638297873
2012-02-10,14,70,2077256.24,9.4,7.446808510638298,220984.7063829787
2012-02-17,14,72,2020550.99,9.44,7.627118644067797,214041.4184322034
2012-02-24,14,70,1875040.16,9.4,7.446808510638298,199472.35744680848
2012-03-02,14,69,1926004.99,9.38,7.356076759061833,205331.02238805967
2012-03-09,14,70,2020839.31,9.4,7.446808510638298,214982.90531914894
2012-03-16,14,70,1941040.5,9.4,7.446808510638298,206493.67021276595
2012-03-23,14,72,1893447.71,9.44,7.627118644067797,200577.08792372883
2012-03-30,14,69,1905033.01,9.38,7.356076759061833,203095.20362473346
2012-04-06,14,70,2376022.26,9.4,7.446808510638298,252768.32553191486
2012-04-13,14,71,1912909.69,9.42,7.537154989384288,203068.96921443735
2012-04-20,14,71,1875686.44,9.42,7.537154989384288,199117.45647558387
2012-04-27,14,70,1784029.95,9.4,7.446808510638298,189790.42021276595
2012-05-04,14,71,1949354.29,9.42,7.537154989384288,206937.8227176221
2012-05-11,14,73,1987531.05,9.46,7.716701902748413,210098.4196617336
2012-05-18,14,71,1932233.17,9.42,7.537154989384288,205120.2940552017
2012-05-25,14,70,2030869.61,9.4,7.446808510638298,216049.9585106383
2012-06-01,14,69,2049485.49,9.38,7.356076759061833,218495.25479744133
2012-06-08,14,71,2099615.88,9.42,7.537154989384288,222889.15923566878
2012-06-15,14,72,1905733.68,9.44,7.627118644067797,201878.56779661018
2012-06-22,14,69,1660228.88,9.38,7.356076759061833,176996.68230277183
2012-06-29,14,69,1591835.02,9.38,7.356076759061833,169705.22601279317
2012-07-06,14,70,1862128.95,9.4,7.446808510638298,198098.8244680851
2012-07-13,14,70,1544422.35,9.4,7.446808510638298,164300.25
2012-07-20,14,70,1553250.16,9.4,7.446808510638298,165239.37872340425
2012-07-27,14,71,1479514.66,9.42,7.537154989384288,157061.0042462845
2012-08-03,14,71,1656886.46,9.42,7.537154989384288,175890.28237791933
2012-08-10,14,71,1648570.03,9.42,7.537154989384288,175007.43418259025
2012-08-17,14,71,1660433.3,9.42,7.537154989384288,176266.80467091297
2012-08-24,14,71,1621841.33,9.42,7.537154989384288,172169.99256900212
2012-08-31,14,70,1613342.19,9.4,7.446808510638298,171632.1478723404
2012-09-07,14,71,1904512.34,9.42,7.537154989384288,202177.53078556265
2012-09-14,14,71,1554794.22,9.42,7.537154989384288,165052.46496815287
2012-09-21,14,69,1565352.46,9.38,7.356076759061833,166881.92537313432
2012-09-28,14,69,1522512.2,9.38,7.356076759061833,162314.73347547973
2012-10-05,14,70,1687592.16,9.4,7.446808510638298,179531.0808510638
2012-10-12,14,72,1639585.61,9.44,7.627118644067797,173684.91631355934
2012-10-19,14,68,1590274.72,9.36,7.264957264957266,169901.1452991453
2012-10-26,14,68,1704357.62,9.36,7.264957264957266,182089.48931623934
2010-02-05,15,69,652122.44,9.38,7.356076759061833,69522.64818763325
2010-02-12,15,71,682447.1,9.42,7.537154989384288,72446.6135881104
2010-02-19,15,69,660838.75,9.38,7.356076759061833,70451.89232409382
2010-02-26,15,71,564883.2000000001,9.42,7.537154989384288,59966.3694267516
2010-03-05,15,69,605325.43,9.38,7.356076759061833,64533.627931769726
2010-03-12,15,71,604173.59,9.42,7.537154989384288,64137.323779193204
2010-03-19,15,68,593710.67,9.36,7.264957264957266,63430.62713675215
2010-03-26,15,68,592111.49,9.36,7.264957264957266,63259.77457264958
2010-04-02,15,71,718470.71,9.42,7.537154989384288,76270.77600849257
2010-04-09,15,71,634605.77,9.42,7.537154989384288,67367.91613588111
2010-04-16,15,70,641208.65,9.4,7.446808510638298,68213.68617021276
2010-04-23,15,69,643097.6,9.38,7.356076759061833,68560.51172707888
2010-04-30,15,68,570791.11,9.36,7.264957264957266,60981.956196581195
2010-05-07,15,69,661348.88,9.38,7.356076759061833,70506.27718550107
2010-05-14,15,69,594385.2,9.38,7.356076759061833,63367.29211087419
2010-05-21,15,70,616598.1,9.4,7.446808510638298,65595.54255319148
2010-05-28,15,70,744772.88,9.4,7.446808510638298,79231.1574468085
2010-06-04,15,67,693192.5,9.34,7.173447537473233,74217.61241970022
2010-06-11,15,67,619337.29,9.34,7.173447537473233,66310.2023554604
2010-06-18,15,69,652329.53,9.38,7.356076759061833,69544.72601279318
2010-06-25,15,68,672194.03,9.36,7.264957264957266,71815.6014957265
2010-07-02,15,69,709337.11,9.38,7.356076759061833,75622.29317697228
2010-07-09,15,70,691497.62,9.4,7.446808510638298,73563.57659574467
2010-07-16,15,70,633203.69,9.4,7.446808510638298,67362.09468085105
